date,open,high,low,close,volume,year,month,day,day_of_week,quarter
2023-06-25,1875.85,1929.08,1870.85,1900.51,0,2023,6,25,6,2
2023-06-24,1893.77,1905.23,1867.81,1876.06,0,2023,6,24,5,2
2023-06-23,1872.54,1932.53,1865.19,1892.86,0,2023,6,23,4,2
2023-06-22,1889.79,1932.07,1867.88,1872.94,0,2023,6,22,3,2
2023-06-21,1791.99,1898.67,1788.49,1891.01,0,2023,6,21,2,2
2023-06-20,1736.88,1793.31,1715.34,1792.12,0,2023,6,20,1,2
2023-06-19,1720.51,1745.13,1705.81,1737.66,0,2023,6,19,0,2
2023-06-18,1727.19,1746.51,1718.11,1720.58,0,2023,6,18,6,2
2023-06-17,1716.67,1766.76,1714.15,1727.2,0,2023,6,17,5,2
2023-06-16,1665.41,1727.29,1653.17,1716.67,0,2023,6,16,4,2
2023-06-15,1650.5,1676.41,1624.14,1665.52,0,2023,6,15,3,2
2023-06-14,1739.25,1749.16,1637.19,1650.52,0,2023,6,14,2,2
2023-06-13,1742.39,1761.96,1727.75,1739.04,0,2023,6,13,1,2
2023-06-12,1753.08,1757.66,1722.91,1742.53,0,2023,6,12,0,2
2023-06-11,1752.53,1776.85,1741.11,1753.42,0,2023,6,11,6,2
2023-06-10,1840.39,1844.79,1721.44,1752.38,0,2023,6,10,5,2
2023-06-09,1846.08,1854.82,1828.54,1840.23,0,2023,6,9,4,2
2023-06-08,1832.51,1861.14,1830.17,1846.3,0,2023,6,8,3,2
2023-06-07,1884.37,1893.81,1822.3,1832.4,0,2023,6,7,2,2
2023-06-06,1810.58,1896.22,1801.41,1884.49,0,2023,6,6,1,2
2023-06-05,1890.42,1890.64,1780.21,1811.83,0,2023,6,5,0,2
2023-06-04,1892.4,1912.21,1885.65,1890.51,0,2023,6,4,6,2
2023-06-03,1907.42,1908.82,1885.49,1892.41,0,2023,6,3,5,2
2023-06-02,1862.42,1910.28,1851.96,1907.26,0,2023,6,2,4,2
2023-06-01,1873.91,1887.71,1846.23,1862.2,0,2023,6,1,3,2
2023-05-31,1901.1,1907.04,1852.09,1874.13,0,2023,5,31,2,2
2023-05-30,1893.09,1916.57,1883.93,1901.03,0,2023,5,30,1,2
2023-05-29,1909.3,1926.42,1879.08,1893.08,0,2023,5,29,0,2
2023-05-28,1831.1,1915.72,1825.47,1910.91,0,2023,5,28,6,2
2023-05-27,1828.58,1836.18,1817.49,1831.12,0,2023,5,27,5,2
2023-05-26,1805.73,1837.87,1798.41,1828.69,0,2023,5,26,4,2
2023-05-25,1799.85,1815.99,1763.37,1805.95,0,2023,5,25,3,2
2023-05-24,1854.3,1854.3,1780.93,1800.1,0,2023,5,24,2,2
2023-05-23,1817.78,1869.34,1816.29,1854.38,0,2023,5,23,1,2
2023-05-22,1804.84,1826.7,1793.22,1817.53,0,2023,5,22,0,2
2023-05-21,1820.14,1827.92,1799.95,1804.53,0,2023,5,21,6,2
2023-05-20,1812.77,1829.01,1808.05,1820.48,0,2023,5,20,5,2
2023-05-19,1800.99,1826.19,1797.43,1812.59,0,2023,5,19,4,2
2023-05-18,1822.07,1831.45,1774.2,1801.73,0,2023,5,18,3,2
2023-05-17,1824.07,1835.55,1786.67,1821.86,0,2023,5,17,2,2
2023-05-16,1816.82,1830.35,1797.84,1824.12,0,2023,5,16,1,2
2023-05-15,1800.37,1845.7,1787.54,1817.55,0,2023,5,15,0,2
2023-05-14,1796.11,1823.49,1793.23,1800.5,0,2023,5,14,6,2
2023-05-13,1808.38,1816.06,1788.48,1796.11,0,2023,5,13,5,2
2023-05-12,1795.18,1812.42,1742.4,1808.02,0,2023,5,12,4,2
2023-05-11,1842.49,1842.49,1774.13,1796.49,0,2023,5,11,3,2
2023-05-10,1848.21,1886.8,1795.67,1842.4,0,2023,5,10,2,2
2023-05-09,1849.06,1860.67,1832.91,1848.6,0,2023,5,9,1,2
2023-05-08,1872.48,1886.16,1818.45,1849.04,0,2023,5,8,0,2
2023-05-07,1899.92,1934.0,1873.08,1873.08,0,2023,5,7,6,2
2023-05-06,1995.48,2017.56,1870.61,1900.22,0,2023,5,6,5,2
2023-05-05,1877.83,1998.41,1876.95,1995.06,0,2023,5,5,4,2
2023-05-04,1905.17,1915.87,1868.63,1877.7,0,2023,5,4,3,2
2023-05-03,1870.69,1915.5,1845.87,1904.65,0,2023,5,3,2,2
2023-05-02,1831.73,1879.76,1824.33,1870.79,0,2023,5,2,1,2
2023-05-01,1868.89,1886.21,1809.19,1831.95,0,2023,5,1,0,2
2023-04-30,1908.74,1938.42,1876.92,1876.92,0,2023,4,30,6,2
2023-04-29,1892.57,1916.97,1887.99,1908.92,0,2023,4,29,5,2
2023-04-28,1909.27,1923.2,1876.29,1892.51,0,2023,4,28,4,2
2023-04-27,1866.69,1936.95,1863.15,1908.79,0,2023,4,27,3,2
2023-04-26,1866.15,1962.57,1792.46,1866.56,0,2023,4,26,2,2
2023-04-25,1842.2,1877.48,1805.32,1866.75,0,2023,4,25,1,2
2023-04-24,1862.09,1888.19,1811.79,1842.76,0,2023,4,24,0,2
2023-04-23,1874.17,1882.23,1838.99,1862.06,0,2023,4,23,6,2
2023-04-22,1849.29,1886.78,1845.85,1874.23,0,2023,4,22,5,2
2023-04-21,1943.41,1955.65,1827.79,1850.0,0,2023,4,21,4,2
2023-04-20,1936.42,1979.57,1918.13,1943.1,0,2023,4,20,3,2
2023-04-19,2103.95,2104.86,1928.58,1936.4,0,2023,4,19,2,2
2023-04-18,2075.86,2121.53,2057.65,2104.54,0,2023,4,18,1,2
2023-04-17,2120.0,2120.11,2063.04,2076.24,0,2023,4,17,0,2
2023-04-16,2092.28,2137.45,2076.83,2120.01,0,2023,4,16,6,2
2023-04-15,2101.62,2111.08,2076.51,2092.47,0,2023,4,15,5,2
2023-04-14,2013.93,2126.32,2011.5,2101.64,0,2023,4,14,4,2
2023-04-13,1917.7,2022.15,1901.86,2012.63,0,2023,4,13,3,2
2023-04-12,1891.95,1929.88,1860.04,1920.68,0,2023,4,12,2,2
2023-04-11,1911.38,1936.73,1886.53,1892.19,0,2023,4,11,1,2
2023-04-10,1859.74,1917.3,1848.16,1911.21,0,2023,4,10,0,2
2023-04-09,1849.67,1873.06,1828.7,1859.39,0,2023,4,9,6,2
2023-04-08,1864.68,1879.11,1848.88,1849.5,0,2023,4,8,5,2
2023-04-07,1872.73,1882.3,1845.99,1865.64,0,2023,4,7,4,2
2023-04-06,1909.14,1909.27,1857.09,1872.92,0,2023,4,6,3,2
2023-04-05,1870.97,1937.5,1865.94,1909.11,0,2023,4,5,2,2
2023-04-04,1810.14,1886.59,1802.96,1871.01,0,2023,4,4,1,2
2023-04-03,1794.92,1839.16,1765.52,1810.3,0,2023,4,3,0,2
2023-04-02,1821.19,1824.33,1774.87,1795.71,0,2023,4,2,6,2
2023-04-01,1821.7,1840.17,1811.12,1813.86,0,2023,4,1,5,2
2023-03-31,1793.62,1844.68,1783.14,1822.02,0,2023,3,31,4,1
2023-03-30,1793.35,1827.28,1766.25,1792.74,0,2023,3,30,3,1
2023-03-29,1772.9,1825.6,1772.9,1793.0,0,2023,3,29,2,1
2023-03-28,1715.33,1791.11,1702.56,1772.79,0,2023,3,28,1,1
2023-03-27,1775.48,1781.38,1690.52,1715.46,0,2023,3,27,0,1
2023-03-26,1743.84,1797.88,1741.18,1775.68,0,2023,3,26,6,1
2023-03-25,1751.47,1762.67,1716.65,1743.76,0,2023,3,25,5,1
2023-03-24,1815.82,1819.94,1730.35,1752.04,0,2023,3,24,4,1
2023-03-23,1737.14,1853.89,1732.52,1816.41,0,2023,3,23,3,1
2023-03-22,1804.96,1821.46,1717.77,1737.72,0,2023,3,22,2,1
2023-03-21,1735.62,1836.29,1725.01,1806.76,0,2023,3,21,1,1
2023-03-20,1785.42,1807.73,1728.1,1735.32,0,2023,3,20,0,1
2023-03-19,1762.96,1843.84,1762.96,1785.58,0,2023,3,19,6,1
2023-03-18,1793.59,1840.36,1751.26,1761.66,0,2023,3,18,5,1
2023-03-17,1677.3,1799.34,1667.13,1792.49,0,2023,3,17,4,1
2023-03-16,1656.33,1693.14,1639.26,1677.22,0,2023,3,16,3,1
2023-03-15,1705.19,1721.08,1616.63,1656.18,0,2023,3,15,2,1
2023-03-14,1680.3,1779.92,1665.9,1703.51,0,2023,3,14,1,1
2023-03-13,1590.83,1699.91,1572.07,1680.31,0,2023,3,13,0,1
2023-03-12,1482.43,1607.15,1461.61,1590.29,0,2023,3,12,6,1
2023-03-11,1429.1,1484.14,1428.72,1482.62,0,2023,3,11,5,1
2023-03-10,1438.76,1438.76,1378.53,1429.16,0,2023,3,10,4,1
2023-03-09,1534.03,1544.11,1423.26,1438.66,0,2023,3,9,3,1
2023-03-08,1561.98,1568.18,1534.09,1534.09,0,2023,3,8,2,1
2023-03-07,1567.42,1579.16,1543.13,1561.93,0,2023,3,7,1,1
2023-03-06,1564.38,1579.46,1557.36,1567.4,0,2023,3,6,0,1
2023-03-05,1567.18,1584.21,1559.95,1564.47,0,2023,3,5,6,1
2023-03-04,1569.28,1575.64,1551.74,1566.92,0,2023,3,4,5,1
2023-03-03,1647.56,1648.48,1552.45,1569.17,0,2023,3,3,4,1
2023-03-02,1663.55,1672.05,1622.6,1647.32,0,2023,3,2,3,1
2023-03-01,1606.04,1663.43,1601.55,1663.43,0,2023,3,1,2,1
2023-02-28,1634.5,1644.44,1602.43,1605.9,0,2023,2,28,1,1
2023-02-27,1640.76,1662.58,1615.39,1634.33,0,2023,2,27,0,1
2023-02-26,1594.76,1645.27,1590.39,1640.82,0,2023,2,26,6,1
2023-02-25,1608.66,1608.87,1567.63,1594.91,0,2023,2,25,5,1
2023-02-24,1650.9,1661.09,1583.15,1608.37,0,2023,2,24,4,1
2023-02-23,1643.3,1674.6,1632.57,1651.07,0,2023,2,23,3,1
2023-02-22,1658.14,1664.0,1604.8,1643.23,0,2023,2,22,2,1
2023-02-21,1702.8,1714.29,1642.4,1658.04,0,2023,2,21,1,1
2023-02-20,1682.34,1716.49,1659.3,1702.68,0,2023,2,20,0,1
2023-02-19,1691.68,1718.95,1673.91,1681.44,0,2023,2,19,6,1
2023-02-18,1694.74,1705.31,1683.67,1691.82,0,2023,2,18,5,1
2023-02-17,1640.28,1716.78,1636.17,1694.78,0,2023,2,17,4,1
2023-02-16,1673.87,1732.8,1638.15,1640.07,0,2023,2,16,3,1
2023-02-15,1556.77,1674.29,1545.69,1673.75,0,2023,2,15,2,1
2023-02-14,1506.99,1562.03,1497.19,1556.88,0,2023,2,14,1,1
2023-02-13,1514.92,1524.73,1470.02,1507.17,0,2023,2,13,0,1
2023-02-12,1539.78,1545.55,1501.46,1515.03,0,2023,2,12,6,1
2023-02-11,1514.94,1541.33,1510.15,1539.93,0,2023,2,11,5,1
2023-02-10,1546.6,1553.33,1504.83,1514.87,0,2023,2,10,4,1
2023-02-09,1651.08,1655.23,1537.18,1546.44,0,2023,2,9,3,1
2023-02-08,1671.91,1688.53,1635.27,1650.72,0,2023,2,8,2,1
2023-02-07,1616.01,1673.8,1614.86,1672.0,0,2023,2,7,1,1
2023-02-06,1631.65,1653.72,1611.32,1616.25,0,2023,2,6,0,1
2023-02-05,1667.17,1671.77,1616.39,1631.65,0,2023,2,5,6,1
2023-02-04,1664.47,1690.1,1648.19,1667.06,0,2023,2,4,5,1
2023-02-03,1642.9,1670.7,1634.22,1664.75,0,2023,2,3,4,1
2023-02-02,1641.37,1704.46,1641.32,1643.24,0,2023,2,2,3,1
2023-02-01,1586.49,1644.73,1566.86,1641.79,0,2023,2,1,2,1
2023-01-31,1567.42,1598.52,1563.8,1586.54,0,2023,1,31,1,1
2023-01-30,1646.15,1646.65,1546.66,1567.33,0,2023,1,30,0,1
2023-01-29,1572.63,1653.72,1568.98,1646.16,0,2023,1,29,6,1
2023-01-28,1598.13,1604.7,1565.39,1572.44,0,2023,1,28,5,1
2023-01-27,1603.08,1617.0,1565.24,1598.16,0,2023,1,27,4,1
2023-01-26,1611.08,1626.2,1586.6,1603.11,0,2023,1,26,3,1
2023-01-25,1556.81,1632.24,1530.8,1611.71,0,2023,1,25,2,1
2023-01-24,1627.85,1639.72,1551.39,1556.6,0,2023,1,24,1,1
2023-01-23,1628.55,1641.22,1607.9,1628.25,0,2023,1,23,0,1
2023-01-22,1627.37,1658.02,1612.09,1628.38,0,2023,1,22,6,1
2023-01-21,1659.71,1674.18,1626.81,1627.12,0,2023,1,21,5,1
2023-01-20,1552.37,1659.89,1544.92,1659.75,0,2023,1,20,4,1
2023-01-19,1515.25,1557.97,1514.38,1552.56,0,2023,1,19,3,1
2023-01-18,1567.7,1602.11,1509.42,1515.51,0,2023,1,18,2,1
2023-01-17,1577.11,1594.0,1553.34,1567.85,0,2023,1,17,1,1
2023-01-16,1552.52,1594.04,1529.57,1576.83,0,2023,1,16,0,1
2023-01-15,1550.73,1556.95,1520.89,1552.48,0,2023,1,15,6,1
2023-01-14,1451.43,1563.74,1450.99,1550.71,0,2023,1,14,5,1
2023-01-13,1417.95,1461.67,1404.02,1451.61,0,2023,1,13,4,1
2023-01-12,1405.35,1432.28,1378.42,1417.94,0,2023,1,12,3,1
2023-01-11,1336.49,1387.93,1323.58,1387.93,0,2023,1,11,2,1
2023-01-10,1321.4,1342.76,1318.53,1336.59,0,2023,1,10,1,1
2023-01-09,1287.45,1342.14,1286.68,1321.54,0,2023,1,9,0,1
2023-01-08,1264.18,1287.36,1260.23,1287.36,0,2023,1,8,6,1
2023-01-07,1269.42,1270.6,1262.27,1264.27,0,2023,1,7,5,1
2023-01-06,1250.46,1273.22,1240.95,1269.38,0,2023,1,6,4,1
2023-01-05,1256.48,1258.57,1245.17,1250.44,0,2023,1,5,3,1
2023-01-04,1214.72,1264.81,1213.17,1256.53,0,2023,1,4,2,1
2023-01-03,1214.74,1219.1,1207.49,1214.78,0,2023,1,3,1,1
2023-01-02,1201.1,1219.86,1195.21,1214.66,0,2023,1,2,0,1
2023-01-01,1196.71,1203.48,1192.89,1200.96,0,2023,1,1,6,1
2022-12-31,1199.36,1205.09,1194.2,1196.77,0,2022,12,31,5,4
2022-12-30,1201.57,1202.03,1187.46,1199.23,0,2022,12,30,4,4
2022-12-29,1190.01,1204.14,1188.36,1201.6,0,2022,12,29,3,4
2022-12-28,1212.74,1213.13,1185.7,1189.99,0,2022,12,28,2,4
2022-12-27,1226.99,1230.42,1205.9,1212.79,0,2022,12,27,1,4
2022-12-26,1218.92,1226.97,1214.34,1226.97,0,2022,12,26,0,4
2022-12-25,1221.17,1223.52,1203.72,1218.96,0,2022,12,25,6,4
2022-12-24,1220.12,1224.91,1216.34,1221.15,0,2022,12,24,5,4
2022-12-23,1218.08,1227.0,1215.99,1220.16,0,2022,12,23,4,4
2022-12-22,1213.67,1221.99,1187.13,1218.18,0,2022,12,22,3,4
2022-12-21,1217.59,1218.19,1206.44,1213.6,0,2022,12,21,2,4
2022-12-20,1167.88,1224.09,1165.6,1217.7,0,2022,12,20,1,4
2022-12-19,1184.76,1192.92,1160.38,1167.61,0,2022,12,19,0,4
2022-12-18,1188.13,1194.21,1176.19,1184.72,0,2022,12,18,6,4
2022-12-17,1168.07,1189.05,1165.41,1188.15,0,2022,12,17,5,4
2022-12-16,1266.46,1278.16,1162.18,1168.26,0,2022,12,16,4,4
2022-12-15,1309.19,1311.07,1262.69,1266.35,0,2022,12,15,3,4
2022-12-14,1320.69,1346.17,1305.83,1309.33,0,2022,12,14,2,4
2022-12-13,1274.66,1341.44,1258.47,1320.55,0,2022,12,13,1,4
2022-12-12,1263.57,1275.61,1243.48,1274.62,0,2022,12,12,0,4
2022-12-11,1266.42,1281.78,1260.66,1263.87,0,2022,12,11,6,4
2022-12-10,1264.38,1279.53,1262.12,1266.38,0,2022,12,10,5,4
2022-12-09,1281.08,1290.06,1260.82,1264.28,0,2022,12,9,4,4
2022-12-08,1232.45,1286.23,1226.36,1281.12,0,2022,12,8,3,4
2022-12-07,1271.55,1272.69,1224.45,1232.44,0,2022,12,7,2,4
2022-12-06,1259.85,1271.92,1247.63,1271.65,0,2022,12,6,1,4
2022-12-05,1280.0,1302.24,1252.47,1259.68,0,2022,12,5,0,4
2022-12-04,1243.22,1281.49,1242.91,1280.26,0,2022,12,4,6,4
2022-12-03,1294.46,1299.84,1241.43,1243.33,0,2022,12,3,5,4
2022-12-02,1276.33,1294.3,1269.24,1294.3,0,2022,12,2,4,4
2022-12-01,1295.77,1296.0,1267.71,1276.27,0,2022,12,1,3,4
2022-11-30,1216.93,1302.04,1215.5,1295.69,0,2022,11,30,2,4
2022-11-29,1169.87,1222.16,1163.48,1216.9,0,2022,11,29,1,4
2022-11-28,1194.96,1198.74,1156.06,1170.09,0,2022,11,28,0,4
2022-11-27,1205.91,1220.35,1195.04,1195.13,0,2022,11,27,6,4
2022-11-26,1198.79,1227.04,1198.1,1205.9,0,2022,11,26,5,4
2022-11-25,1203.8,1203.8,1174.82,1198.93,0,2022,11,25,4,4
2022-11-24,1183.35,1211.63,1180.38,1203.98,0,2022,11,24,3,4
2022-11-23,1135.42,1185.0,1130.02,1183.2,0,2022,11,23,2,4
2022-11-22,1107.9,1136.44,1081.14,1135.17,0,2022,11,22,1,4
2022-11-21,1142.4,1142.4,1084.86,1108.35,0,2022,11,21,0,4
2022-11-20,1218.44,1224.08,1137.93,1142.47,0,2022,11,20,6,4
2022-11-19,1212.22,1227.84,1200.48,1218.43,0,2022,11,19,5,4
2022-11-18,1200.8,1226.74,1200.8,1212.3,0,2022,11,18,4,4
2022-11-17,1215.85,1224.97,1189.15,1200.81,0,2022,11,17,3,4
2022-11-16,1251.81,1264.49,1192.99,1215.6,0,2022,11,16,2,4
2022-11-15,1241.68,1283.2,1238.69,1251.74,0,2022,11,15,1,4
2022-11-14,1221.9,1284.22,1178.43,1241.6,0,2022,11,14,0,4
2022-11-13,1255.44,1271.71,1208.52,1221.82,0,2022,11,13,6,4
2022-11-12,1287.44,1288.15,1242.15,1255.27,0,2022,11,12,5,4
2022-11-11,1298.88,1302.3,1211.33,1287.22,0,2022,11,11,4,4
2022-11-10,1100.11,1341.79,1093.12,1299.46,0,2022,11,10,3,4
2022-11-09,1333.12,1335.74,1083.29,1100.17,0,2022,11,9,2,4
2022-11-08,1568.33,1574.8,1259.44,1332.84,0,2022,11,8,1,4
2022-11-07,1572.02,1604.48,1550.42,1568.59,0,2022,11,7,0,4
2022-11-06,1627.9,1634.13,1572.23,1572.23,0,2022,11,6,6,4
2022-11-05,1645.16,1660.49,1625.96,1627.97,0,2022,11,5,5,4
2022-11-04,1531.4,1661.33,1529.27,1645.09,0,2022,11,4,4,4
2022-11-03,1519.72,1556.76,1517.1,1531.54,0,2022,11,3,3,4
2022-11-02,1579.5,1613.41,1507.24,1519.71,0,2022,11,2,2,4
2022-11-01,1572.65,1606.61,1568.1,1579.7,0,2022,11,1,1,4
2022-10-31,1590.48,1630.45,1555.92,1572.71,0,2022,10,31,0,4
2022-10-30,1619.7,1637.04,1579.49,1590.78,0,2022,10,30,6,4
2022-10-29,1555.27,1652.38,1549.98,1619.7,0,2022,10,29,5,4
2022-10-28,1514.32,1568.63,1493.87,1555.48,0,2022,10,28,4,4
2022-10-27,1566.84,1574.4,1510.82,1514.37,0,2022,10,27,3,4
2022-10-26,1461.13,1584.64,1460.43,1566.57,0,2022,10,26,2,4
2022-10-25,1344.71,1509.99,1336.98,1461.67,0,2022,10,25,1,4
2022-10-24,1363.49,1368.43,1327.85,1345.0,0,2022,10,24,0,4
2022-10-23,1314.25,1367.76,1302.91,1363.45,0,2022,10,23,6,4
2022-10-22,1299.9,1317.1,1295.95,1314.3,0,2022,10,22,5,4
2022-10-21,1283.19,1305.08,1260.67,1299.95,0,2022,10,21,4,4
2022-10-20,1285.66,1307.86,1275.32,1283.2,0,2022,10,20,3,4
2022-10-19,1310.56,1312.44,1283.97,1285.74,0,2022,10,19,2,4
2022-10-18,1331.67,1339.09,1291.66,1310.45,0,2022,10,18,1,4
2022-10-17,1306.31,1335.65,1297.45,1331.71,0,2022,10,17,0,4
2022-10-16,1275.01,1312.63,1275.01,1306.3,0,2022,10,16,6,4
2022-10-15,1297.31,1300.75,1268.47,1274.87,0,2022,10,15,5,4
2022-10-14,1288.05,1339.74,1285.38,1297.42,0,2022,10,14,4,4
2022-10-13,1294.92,1297.56,1209.28,1288.12,0,2022,10,13,3,4
2022-10-12,1279.73,1303.08,1277.53,1294.91,0,2022,10,12,2,4
2022-10-11,1291.11,1296.27,1272.74,1279.58,0,2022,10,11,1,4
2022-10-10,1322.62,1335.66,1291.34,1291.34,0,2022,10,10,0,4
2022-10-09,1315.46,1327.67,1309.34,1322.6,0,2022,10,9,6,4
2022-10-08,1332.37,1335.95,1307.07,1315.5,0,2022,10,8,5,4
2022-10-07,1351.84,1359.33,1321.75,1332.52,0,2022,10,7,4,4
2022-10-06,1352.81,1380.4,1349.45,1351.71,0,2022,10,6,3,4
2022-10-05,1361.97,1362.45,1320.86,1352.84,0,2022,10,5,2,4
2022-10-04,1323.28,1364.97,1320.08,1362.13,0,2022,10,4,1,4
2022-10-03,1276.16,1326.55,1271.15,1323.44,0,2022,10,3,0,4
2022-10-02,1311.75,1316.33,1275.34,1276.09,0,2022,10,2,6,4
2022-10-01,1328.19,1332.52,1306.1,1311.64,0,2022,10,1,5,4
2022-09-30,1335.65,1368.74,1320.38,1327.98,0,2022,9,30,4,3
2022-09-29,1337.55,1348.11,1293.19,1335.65,0,2022,9,29,3,3
2022-09-28,1329.54,1351.96,1267.87,1337.41,0,2022,9,28,2,3
2022-09-27,1335.34,1396.89,1308.99,1330.13,0,2022,9,27,1,3
2022-09-26,1294.39,1335.53,1282.05,1335.32,0,2022,9,26,0,3
2022-09-25,1317.94,1333.37,1275.63,1294.22,0,2022,9,25,6,3
2022-09-24,1328.24,1346.26,1312.64,1317.99,0,2022,9,24,5,3
2022-09-23,1327.48,1353.29,1270.2,1328.26,0,2022,9,23,4,3
2022-09-22,1251.57,1336.16,1240.97,1327.68,0,2022,9,22,3,3
2022-09-21,1324.22,1384.48,1229.43,1252.61,0,2022,9,21,2,3
2022-09-20,1377.62,1381.97,1319.2,1324.39,0,2022,9,20,1,3
2022-09-19,1335.27,1388.27,1287.42,1377.54,0,2022,9,19,0,3
2022-09-18,1469.71,1469.71,1331.49,1335.33,0,2022,9,18,6,3
2022-09-17,1432.88,1473.06,1415.04,1469.74,0,2022,9,17,5,3
2022-09-16,1471.93,1480.56,1415.58,1432.45,0,2022,9,16,4,3
2022-09-15,1635.08,1648.95,1466.14,1471.69,0,2022,9,15,3,3
2022-09-14,1574.86,1642.16,1564.03,1634.76,0,2022,9,14,2,3
2022-09-13,1713.96,1745.78,1564.03,1580.79,0,2022,9,13,1,3
2022-09-12,1762.08,1778.16,1698.29,1713.77,0,2022,9,12,0,3
2022-09-11,1775.98,1782.73,1730.16,1761.8,0,2022,9,11,6,3
2022-09-10,1718.96,1784.5,1710.3,1776.2,0,2022,9,10,5,3
2022-09-09,1635.19,1735.81,1632.84,1719.09,0,2022,9,9,4,3
2022-09-08,1629.81,1655.06,1603.06,1635.35,0,2022,9,8,3,3
2022-09-07,1560.91,1651.05,1500.01,1629.91,0,2022,9,7,2,3
2022-09-06,1617.24,1680.6,1561.75,1561.75,0,2022,9,6,1,3
2022-09-05,1577.88,1621.66,1559.78,1617.18,0,2022,9,5,0,3
2022-09-04,1556.9,1578.01,1543.7,1577.64,0,2022,9,4,6,3
2022-09-03,1577.21,1579.45,1541.67,1556.87,0,2022,9,3,5,3
2022-09-02,1586.02,1643.18,1551.88,1577.22,0,2022,9,2,4,3
2022-09-01,1553.76,1593.08,1520.19,1586.18,0,2022,9,1,3,3
2022-08-31,1524.29,1612.36,1524.29,1553.68,0,2022,8,31,2,3
2022-08-30,1553.19,1600.46,1480.83,1523.84,0,2022,8,30,1,3
2022-08-29,1430.44,1556.31,1427.73,1553.04,0,2022,8,29,0,3
2022-08-28,1491.21,1505.79,1430.55,1430.55,0,2022,8,28,6,3
2022-08-27,1508.16,1517.15,1454.28,1491.4,0,2022,8,27,5,3
2022-08-26,1696.32,1698.56,1498.77,1507.78,0,2022,8,26,4,3
2022-08-25,1657.34,1718.18,1656.86,1696.46,0,2022,8,25,3,3
2022-08-24,1662.7,1686.56,1610.1,1657.06,0,2022,8,24,2,3
2022-08-23,1622.94,1666.68,1569.43,1662.77,0,2022,8,23,1,3
2022-08-22,1619.17,1622.78,1535.01,1622.51,0,2022,8,22,0,3
2022-08-21,1576.54,1640.94,1569.05,1619.32,0,2022,8,21,6,3
2022-08-20,1612.65,1652.22,1534.3,1577.0,0,2022,8,20,5,3
2022-08-19,1847.1,1847.1,1611.34,1612.99,0,2022,8,19,4,3
2022-08-18,1833.72,1876.38,1826.96,1847.01,0,2022,8,18,3,3
2022-08-17,1877.93,1951.68,1823.53,1833.0,0,2022,8,17,2,3
2022-08-16,1902.83,1910.75,1862.27,1878.14,0,2022,8,16,1,3
2022-08-15,1936.76,2007.21,1881.86,1904.23,0,2022,8,15,0,3
2022-08-14,1981.78,2022.79,1919.01,1936.8,0,2022,8,14,6,3
2022-08-13,1957.33,2013.76,1948.6,1981.34,0,2022,8,13,5,3
2022-08-12,1880.9,1957.55,1860.08,1957.25,0,2022,8,12,4,3
2022-08-11,1851.83,1927.94,1851.83,1881.22,0,2022,8,11,3,3
2022-08-10,1702.91,1869.4,1665.09,1851.74,0,2022,8,10,2,3
2022-08-09,1776.07,1786.12,1675.85,1703.03,0,2022,8,9,1,3
2022-08-08,1699.69,1806.89,1697.41,1775.52,0,2022,8,8,0,3
2022-08-07,1691.78,1724.79,1672.91,1699.35,0,2022,8,7,6,3
2022-08-06,1732.66,1744.33,1691.66,1691.66,0,2022,8,6,5,3
2022-08-05,1607.52,1732.25,1606.5,1732.25,0,2022,8,5,4,3
2022-08-04,1618.89,1658.51,1585.33,1608.21,0,2022,8,4,3,3
2022-08-03,1633.05,1678.1,1595.63,1618.87,0,2022,8,3,2,3
2022-08-02,1634.65,1672.63,1567.85,1632.95,0,2022,8,2,1,3
2022-08-01,1681.45,1700.17,1613.42,1635.2,0,2022,8,1,0,3
2022-07-31,1695.88,1745.88,1672.61,1681.52,0,2022,7,31,6,3
2022-07-30,1727.06,1738.02,1678.11,1695.97,0,2022,7,30,5,3
2022-07-29,1725.62,1759.88,1662.79,1727.41,0,2022,7,29,4,3
2022-07-28,1636.23,1774.58,1604.89,1725.47,0,2022,7,28,3,3
2022-07-27,1443.73,1636.8,1423.62,1636.23,0,2022,7,27,2,3
2022-07-26,1445.15,1445.15,1362.95,1441.81,0,2022,7,26,1,3
2022-07-25,1599.16,1605.34,1445.38,1445.38,0,2022,7,25,0,3
2022-07-24,1549.22,1654.43,1548.67,1599.48,0,2022,7,24,6,3
2022-07-23,1536.46,1591.63,1495.68,1549.3,0,2022,7,23,5,3
2022-07-22,1576.75,1641.21,1523.64,1537.41,0,2022,7,22,4,3
2022-07-21,1520.37,1595.76,1472.19,1576.75,0,2022,7,21,3,3
2022-07-20,1542.95,1612.65,1500.8,1520.2,0,2022,7,20,2,3
2022-07-19,1578.38,1607.03,1501.8,1542.98,0,2022,7,19,1,3
2022-07-18,1338.81,1578.72,1338.81,1578.72,0,2022,7,18,0,3
2022-07-17,1353.21,1378.42,1329.76,1338.64,0,2022,7,17,6,3
2022-07-16,1232.79,1377.94,1195.61,1352.63,0,2022,7,16,5,3
2022-07-15,1191.67,1275.78,1182.9,1233.13,0,2022,7,15,4,3
2022-07-14,1113.52,1202.95,1077.41,1191.53,0,2022,7,14,3,3
2022-07-13,1038.19,1113.59,1019.22,1113.59,0,2022,7,13,2,3
2022-07-12,1097.26,1097.26,1038.14,1038.19,0,2022,7,12,1,3
